time,altitude,roll,pitch,yaw
0.0,0.0,0.0,0.0,0.0
0.02,0.05714285714285715,0.0,0.0,0.0
0.04,0.17142857142857143,0.0,0.0,0.0
0.06,0.3169201632653059,0.0,0.0,0.0
0.08,0.47707203070507276,0.0,0.0,0.0
0.1,0.6426436353089715,0.0,0.0,0.0
0.12,0.8085182060140039,0.0,0.0,0.0
0.14,0.9719052905581478,0.0,0.0,0.0
0.16,1.1313683751022916,0.0,0.0,0.0
0.18,1.2869074596464354,0.0,0.0,0.0
0.2,1.4385225441905793,0.0,0.0,0.0
0.22,1.5862136287347233,0.0,0.0,0.0
0.24,1.7299807132788672,0.0,0.0,0.0
0.26,1.869823797823011,0.0,0.0,0.0
0.28,2.005742882367155,0.0,0.0,0.0
0.3,2.137737966911299,0.0,0.0,0.0
0.32,2.265809051455443,0.0,0.0,0.0
0.34,2.389956135999587,0.0,0.0,0.0
0.36,2.5101792205437308,0.0,0.0,0.0
0.38,2.6264783050878746,0.0,0.0,0.0
0.4,2.7388533896320184,0.0,0.0,0.0
0.42,2.847304474176162,0.0,0.0,0.0
0.44,2.951831558720306,0.0,0.0,0.0
0.46,3.0524346432644496,0.0,0.0,0.0
0.48,3.149113727808593,0.0,0.0,0.0
0.5,3.241868812352737,0.0,0.0,0.0
0.52,3.330699896896881,0.0,0.0,0.0
0.54,3.415606981441025,0.0,0.0,0.0
0.56,3.4965900659851687,0.0,0.0,0.0
0.58,3.5736491505293126,0.0,0.0,0.0
0.6,3.6467842350734565,0.0,0.0,0.0
0.62,3.7159953196176003,0.0,0.0,0.0
0.64,3.781282404161744,0.0,0.0,0.0
0.66,3.842645488705888,0.0,0.0,0.0
0.68,3.900221971435628,0.0,0.0,0.0
0.7000000000000001,3.95480612047206,0.0,0.0,0.0
0.72,4.006877911811706,0.0,0.0,0.0
0.74,4.056738592417021,0.0,0.0,0.0
0.76,4.1045873217633835,0.0,0.0,0.0
0.78,4.150564518217095,0.0,0.0,0.0
0.8,4.194776390497615,0.0,0.0,0.0
0.8200000000000001,4.237308836352884,0.0,0.0,0.0
0.84,4.2782353318158375,0.0,0.0,0.0
0.86,4.317621423528428,0.0,0.0,0.0
0.88,4.355527300367816,0.0,0.0,0.0
0.9,4.392009278567916,0.0,0.0,0.0
0.92,4.427120671741952,0.0,0.0,0.0
0.9400000000000001,4.46091231221672,0.0,0.0,0.0
0.96,4.493432874255186,0.0,0.0,0.0
0.98,4.524729084290464,0.0,0.0,0.0
1.0,4.554845866308124,0.0,0.0,0.0
1.02,4.583826449613459,0.0,0.0,0.0
1.04,4.6117124544091705,0.0,0.0,0.0
1.06,4.638543963933816,0.0,0.0,0.0
1.08,4.664359588138252,0.0,0.0,0.0
1.1,4.689196521744184,0.0,0.0,0.0
1.12,4.7130905983224025,0.0,0.0,0.0
1.1400000000000001,4.7360763413454565,0.0,0.0,0.0
1.16,4.758187012782564,0.0,0.0,0.0
1.18,4.779454659584936,0.0,0.0,0.0
1.2,4.799910158284546,0.0,0.0,0.0
1.22,4.819583257857713,0.0,0.0,0.0
1.24,4.838502620963482,0.0,0.0,0.0
1.26,4.8566958636424635,0.0,0.0,0.0
1.28,4.874189593547213,0.0,0.0,0.0
1.3,4.891009446766162,0.0,0.0,0.0
1.32,4.907180123297215,0.0,0.0,0.0
1.34,4.922725421222957,0.0,0.0,0.0
1.36,4.9376682696364025,0.0,0.0,0.0
1.3800000000000001,4.952030760363759,0.0,0.0,0.0
1.4000000000000001,4.965834178528582,0.0,0.0,0.0
1.42,4.9790990319999,0.0,0.0,0.0
1.44,4.991845079765201,0.0,0.0,0.0
1.46,5.004091359267614,0.0,0.0,0.0
1.48,5.015856212745135,0.0,0.0,0.0
1.5,5.0271573126083755,0.0,0.0,0.0
1.52,5.0380116858919175,0.0,0.0,0.0
1.54,5.048435737813122,0.0,0.0,0.0
1.56,5.058445274470965,0.0,0.0,0.0
1.58,5.068055524716302,0.0,0.0,0.0
1.6,5.077281161223799,0.0,0.0,0.0
1.62,5.086136320794685,0.0,0.0,0.0
1.6400000000000001,5.094634623918387,0.0,0.0,0.0
1.6600000000000001,5.1027891936201195,0.0,0.0,0.0
1.68,5.110612673620472,0.0,0.0,0.0
1.7,5.118117245832132,0.0,0.0,0.0
1.72,5.125314647217922,0.0,0.0,0.0
1.74,5.132216186033468,0.0,0.0,0.0
1.76,5.138832757476967,0.0,0.0,0.0
1.78,5.145174858767696,0.0,0.0,0.0
1.8,5.151252603674108,0.0,0.0,0.0
1.82,5.157075736511613,0.0,0.0,0.0
1.84,5.162653645629399,0.0,0.0,0.0
1.86,5.1679953764049475,0.0,0.0,0.0
1.8800000000000001,5.173109643764207,0.0,0.0,0.0
1.9000000000000001,5.17800484424475,0.0,0.0,0.0
1.92,5.182689067618587,0.0,0.0,0.0
1.94,5.187170108090712,0.0,0.0,0.0
1.96,5.1914554750888735,0.0,0.0,0.0
1.98,5.195552403659481,0.0,0.0,0.0
2.0,5.199467864484039,0.0,0.0,0.0
2.02,5.203208573529945,0.0,0.0,0.0
2.04,5.206781001349006,0.0,0.0,0.0
2.06,5.210191382036533,0.0,0.0,0.0
2.08,5.213445721863406,0.0,0.0,0.0
2.1,5.216549807593035,0.0,0.0,0.0
2.12,5.219509214494733,0.0,0.0,0.0
2.14,5.222329314064577,0.0,0.0,0.0
2.16,5.225015281464432,0.0,0.0,0.0
2.18,5.227572102689428,0.0,0.0,0.0
2.2,5.230004581473807,0.0,0.0,0.0
2.22,5.232317345944679,0.0,0.0,0.0
2.24,5.234514855032904,0.0,0.0,0.0
2.2600000000000002,5.236601404649949,0.0,0.0,0.0
2.2800000000000002,5.238581133639278,0.0,0.0,0.0
2.3000000000000003,5.240458029510492,0.0,0.0,0.0
2.32,5.242235933964158,0.0,0.0,0.0
2.34,5.24391854821497,0.0,0.0,0.0
2.36,5.245509438120585,0.0,0.0,0.0
2.38,5.247012039123255,0.0,0.0,0.0
2.4,5.248429661011063,0.0,0.0,0.0
2.42,5.249765492505365,0.0,0.0,0.0
2.44,5.2510226056807765,0.0,0.0,0.0
2.46,5.252203960223809,0.0,0.0,0.0
2.48,5.253312407536059,0.0,0.0,0.0
2.5,5.254350694687616,0.0,0.0,0.0
2.52,5.255321468226155,0.0,0.0,0.0
2.54,5.256227277846992,0.0,0.0,0.0
2.56,5.257070579929159,0.0,0.0,0.0
2.58,5.257853740942414,0.0,0.0,0.0
2.6,5.258579040729876,0.0,0.0,0.0
2.62,5.259248675670831,0.0,0.0,0.0
2.64,5.2598647617280925,0.0,0.0,0.0
2.66,5.260429337384117,0.0,0.0,0.0
2.68,5.2609443664699445,0.0,0.0,0.0
2.7,5.261411740890868,0.0,0.0,0.0
2.72,5.261833283252616,0.0,0.0,0.0
2.74,5.262210749391662,0.0,0.0,0.0
2.7600000000000002,5.2625458308131705,0.0,0.0,0.0
2.7800000000000002,5.262840157039953,0.0,0.0,0.0
2.8000000000000003,5.263095297875675,0.0,0.0,0.0
2.82,5.263312765585448,0.0,0.0,0.0
2.84,5.263494016996827,0.0,0.0,0.0
2.86,5.263640455524104,0.0,0.0,0.0
2.88,5.263753433118722,0.0,0.0,0.0
2.9,5.263834252148473,0.0,0.0,0.0
2.92,5.263884167208118,0.0,0.0,0.0
2.94,5.263904386863895,0.0,0.0,0.0
2.96,5.26389607533436,0.0,0.0,0.0
2.98,5.263860354109861,0.0,0.0,0.0
3.0,5.263798303512899,0.0,0.0,0.0
3.02,5.263710964201531,0.0,0.0,0.0
3.04,5.263599338617888,0.0,0.0,0.0
3.06,5.2634643923838205,0.0,0.0,0.0
3.08,5.263307055645598,0.0,0.0,0.0
3.1,5.263128224369517,0.0,0.0,0.0
3.12,5.262928761590218,0.0,0.0,0.0
3.14,5.26270949861343,0.0,0.0,0.0
3.16,5.262471236174813,0.0,0.0,0.0
3.18,5.262214745556497,0.0,0.0,0.0
3.2,5.2619407696628615,0.0,0.0,0.0
3.22,5.261650024057046,0.0,0.0,0.0
3.24,5.261343197959617,0.0,0.0,0.0
3.2600000000000002,5.26102095521079,0.0,0.0,0.0
3.2800000000000002,5.260683935197517,0.0,0.0,0.0
3.3000000000000003,5.260332753746735,0.0,0.0,0.0
3.3200000000000003,5.259968003986005,0.0,0.0,0.0
3.34,5.259590257172733,0.0,0.0,0.0
3.36,5.259200063493124,0.0,0.0,0.0
3.38,5.258797952831966,0.0,0.0,0.0
3.4,5.258384435514313,0.0,0.0,0.0
3.42,5.2579600030201,0.0,0.0,0.0
3.44,5.25752512867266,0.0,0.0,0.0
3.46,5.257080268302114,0.0,0.0,0.0
3.48,5.25662586088454,0.0,0.0,0.0
3.5,5.256162329157812,0.0,0.0,0.0
3.52,5.255690080214953,0.0,0.0,0.0
3.54,5.255209506075834,0.0,0.0,0.0
3.56,5.254720984237996,0.0,0.0,0.0
3.58,5.254224878207364,0.0,0.0,0.0
3.6,5.253721538009596,0.0,0.0,0.0
3.62,5.253211300682748,0.0,0.0,0.0
3.64,5.252694490751972,0.0,0.0,0.0
3.66,5.252171420686871,0.0,0.0,0.0
3.68,5.2516423913421635,0.0,0.0,0.0
3.7,5.251107692382261,0.0,0.0,0.0
3.72,5.250567602690342,0.0,0.0,0.0
3.74,5.250022390762496,0.0,0.0,0.0
3.7600000000000002,5.249472315087473,0.0,0.0,0.0
3.7800000000000002,5.248917624512581,0.0,0.0,0.0
3.8000000000000003,5.248358558596207,0.0,0.0,0.0
3.8200000000000003,5.2477953479474895,0.0,0.0,0.0
3.84,5.247228214553571,0.0,0.0,0.0
3.86,5.246657372094917,0.0,0.0,0.0
3.88,5.246083026249115,0.0,0.0,0.0
3.9,5.245505374983591,0.0,0.0,0.0
3.92,5.244924608837627,0.0,0.0,0.0
3.94,5.244340911194094,0.0,0.0,0.0
3.96,5.243754458541257,0.0,0.0,0.0
3.98,5.243165420725029,0.0,0.0,0.0
4.0,5.242573961192004,0.0,0.0,0.0
4.0200000000000005,5.24198023722363,0.0,0.0,0.0
4.04,5.241384400161823,0.0,0.0,0.0
4.0600000000000005,5.240786595626346,0.0,0.0,0.0
4.08,5.240186963724258,0.0,0.0,0.0
4.1,5.239585639251703,0.0,0.0,0.0
4.12,5.2389827518883445,0.0,0.0,0.0
4.14,5.238378426384692,0.0,0.0,0.0
4.16,5.237772782742593,0.0,0.0,0.0
4.18,5.237165936389134,0.0,0.0,0.0
4.2,5.236557998344191,0.0,0.0,0.0
4.22,5.235949075381858,0.0,0.0,0.0
4.24,5.235339270185994,0.0,0.0,0.0
4.26,5.234728681500076,0.0,0.0,0.0
4.28,5.234117404271592,0.0,0.0,0.0
4.3,5.233505529791149,0.0,0.0,0.0
4.32,5.232893145826517,0.0,0.0,0.0
4.34,5.232280336751767,0.0,0.0,0.0
4.36,5.231667183671697,0.0,0.0,0.0
4.38,5.231053764541716,0.0,0.0,0.0
4.4,5.230440154283347,0.0,0.0,0.0
4.42,5.2298264248955135,0.0,0.0,0.0
4.44,5.229212645561768,0.0,0.0,0.0
4.46,5.2285988827535945,0.0,0.0,0.0
4.48,5.227985200329945,0.0,0.0,0.0
4.5,5.2273716596331425,0.0,0.0,0.0
4.5200000000000005,5.2267583195812755,0.0,0.0,0.0
4.54,5.226145236757225,0.0,0.0,0.0
4.5600000000000005,5.225532465494435,0.0,0.0,0.0
4.58,5.224920057959555,0.0,0.0,0.0
4.6000000000000005,5.22430806423206,0.0,0.0,0.0
4.62,5.223696532380967,0.0,0.0,0.0
4.64,5.223085508538744,0.0,0.0,0.0
4.66,5.222475036972527,0.0,0.0,0.0
4.68,5.2218651601527295,0.0,0.0,0.0
4.7,5.221255918819149,0.0,0.0,0.0
4.72,5.22064735204466,0.0,0.0,0.0
4.74,5.2200394972965745,0.0,0.0,0.0
4.76,5.21943239049577,0.0,0.0,0.0
4.78,5.218826066073653,0.0,0.0,0.0
4.8,5.218220557027039,0.0,0.0,0.0
4.82,5.217615894971033,0.0,0.0,0.0
4.84,5.217012110189975,0.0,0.0,0.0
4.86,5.216409231686527,0.0,0.0,0.0
4.88,5.215807287228965,0.0,0.0,0.0
4.9,5.215206303396739,0.0,0.0,0.0
4.92,5.214606305624378,0.0,0.0,0.0
4.94,5.214007318243785,0.0,0.0,0.0
4.96,5.213409364524985,0.0,0.0,0.0
4.98,5.212812466715388,0.0,0.0,0.0
